"1","5.1","3.5","1.4","0.2","Iris-setosa","green"
"2","4.9","3.0","1.4","0.2","Iris-setosa","green"
"3","4.7","3.2","1.3","0.2","Iris-setosa","green"
"4","4.6","3.1","1.5","0.2","Iris-setosa","green"
"5","5.0","3.6","1.4","0.2","Iris-setosa","green"
"6","5.4","3.9","1.7","0.4","Iris-setosa","green"
"7","4.6","3.4","1.4","0.3","Iris-setosa","green"
"8","5.0","3.4","1.5","0.2","Iris-setosa","green"
"9","4.4","2.9","1.4","0.2","Iris-setosa","green"
"10","4.9","3.1","1.5","0.1","Iris-setosa","green"
"11","5.4","3.7","1.5","0.2","Iris-setosa","green"
"12","4.8","3.4","1.6","0.2","Iris-setosa","green"
"13","4.8","3.0","1.4","0.1","Iris-setosa","green"
"14","4.3","3.0","1.1","0.1","Iris-setosa","green"
"15","5.8","4.0","1.2","0.2","Iris-setosa","green"
"16","5.7","4.4","1.5","0.4","Iris-setosa","green"
"17","5.4","3.9","1.3","0.4","Iris-setosa","green"
"18","5.1","3.5","1.4","0.3","Iris-setosa","green"
"19","5.7","3.8","1.7","0.3","Iris-setosa","green"
"20","5.1","3.8","1.5","0.3","Iris-setosa","green"
"21","5.4","3.4","1.7","0.2","Iris-setosa","green"
"22","5.1","3.7","1.5","0.4","Iris-setosa","green"
"23","4.6","3.6","1.0","0.2","Iris-setosa","green"
"24","5.1","3.3","1.7","0.5","Iris-setosa","green"
"25","4.8","3.4","1.9","0.2","Iris-setosa","green"
"26","5.0","3.0","1.6","0.2","Iris-setosa","green"
"27","5.0","3.4","1.6","0.4","Iris-setosa","green"
"28","5.2","3.5","1.5","0.2","Iris-setosa","green"
"29","5.2","3.4","1.4","0.2","Iris-setosa","green"
"30","4.7","3.2","1.6","0.2","Iris-setosa","green"
"31","4.8","3.1","1.6","0.2","Iris-setosa","green"
"32","5.4","3.4","1.5","0.4","Iris-setosa","green"
"33","5.2","4.1","1.5","0.1","Iris-setosa","green"
"34","5.5","4.2","1.4","0.2","Iris-setosa","green"
"35","4.9","3.1","1.5","0.1","Iris-setosa","green"
"36","5.0","3.2","1.2","0.2","Iris-setosa","green"
"37","5.5","3.5","1.3","0.2","Iris-setosa","green"
"38","4.9","3.1","1.5","0.1","Iris-setosa","green"
"39","4.4","3.0","1.3","0.2","Iris-setosa","green"
"40","5.1","3.4","1.5","0.2","Iris-setosa","green"
"41","5.0","3.5","1.3","0.3","Iris-setosa","green"
"42","4.5","2.3","1.3","0.3","Iris-setosa","green"
"43","4.4","3.2","1.3","0.2","Iris-setosa","green"
"44","5.0","3.5","1.6","0.6","Iris-setosa","green"
"45","5.1","3.8","1.9","0.4","Iris-setosa","green"
"46","4.8","3.0","1.4","0.3","Iris-setosa","green"
"47","5.1","3.8","1.6","0.2","Iris-setosa","green"
"48","4.6","3.2","1.4","0.2","Iris-setosa","green"
"49","5.3","3.7","1.5","0.2","Iris-setosa","green"
"50","5.0","3.3","1.4","0.2","Iris-setosa","green"
"51","7.0","3.2","4.7","1.4","Iris-versicolor","green"
"52","6.4","3.2","4.5","1.5","Iris-versicolor","green"
"53","6.9","3.1","4.9","1.5","Iris-versicolor","green"
"54","5.5","2.3","4.0","1.3","Iris-versicolor","green"
"55","6.5","2.8","4.6","1.5","Iris-versicolor","green"
"56","5.7","2.8","4.5","1.3","Iris-versicolor","green"
"57","6.3","3.3","4.7","1.6","Iris-versicolor","green"
"58","4.9","2.4","3.3","1.0","Iris-versicolor","green"
"59","6.6","2.9","4.6","1.3","Iris-versicolor","green"
"60","5.2","2.7","3.9","1.4","Iris-versicolor","green"
"61","5.0","2.0","3.5","1.0","Iris-versicolor","green"
"62","5.9","3.0","4.2","1.5","Iris-versicolor","green"
"63","6.0","2.2","4.0","1.0","Iris-versicolor","green"
"64","6.1","2.9","4.7","1.4","Iris-versicolor","green"
"65","5.6","2.9","3.6","1.3","Iris-versicolor","green"
"66","6.7","3.1","4.4","1.4","Iris-versicolor","green"
"67","5.6","3.0","4.5","1.5","Iris-versicolor","green"
"68","5.8","2.7","4.1","1.0","Iris-versicolor","green"
"69","6.2","2.2","4.5","1.5","Iris-versicolor","green"
"70","5.6","2.5","3.9","1.1","Iris-versicolor","green"
"71","5.9","3.2","4.8","1.8","Iris-versicolor","green"
"72","6.1","2.8","4.0","1.3","Iris-versicolor","green"
"73","6.3","2.5","4.9","1.5","Iris-versicolor","green"
"74","6.1","2.8","4.7","1.2","Iris-versicolor","green"
"75","6.4","2.9","4.3","1.3","Iris-versicolor","green"
"76","6.6","3.0","4.4","1.4","Iris-versicolor","green"
"77","6.8","2.8","4.8","1.4","Iris-versicolor","green"
"78","6.7","3.0","5.0","1.7","Iris-versicolor","green"
"79","6.0","2.9","4.5","1.5","Iris-versicolor","green"
"80","5.7","2.6","3.5","1.0","Iris-versicolor","green"
"81","5.5","2.4","3.8","1.1","Iris-versicolor","green"
"82","5.5","2.4","3.7","1.0","Iris-versicolor","green"
"83","5.8","2.7","3.9","1.2","Iris-versicolor","green"
"84","6.0","2.7","5.1","1.6","Iris-versicolor","green"
"85","5.4","3.0","4.5","1.5","Iris-versicolor","green"
"86","6.0","3.4","4.5","1.6","Iris-versicolor","green"
"87","6.7","3.1","4.7","1.5","Iris-versicolor","green"
"88","6.3","2.3","4.4","1.3","Iris-versicolor","green"
"89","5.6","3.0","4.1","1.3","Iris-versicolor","green"
"90","5.5","2.5","4.0","1.3","Iris-versicolor","green"
"91","5.5","2.6","4.4","1.2","Iris-versicolor","green"
"92","6.1","3.0","4.6","1.4","Iris-versicolor","green"
"93","5.8","2.6","4.0","1.2","Iris-versicolor","green"
"94","5.0","2.3","3.3","1.0","Iris-versicolor","green"
"95","5.6","2.7","4.2","1.3","Iris-versicolor","green"
"96","5.7","3.0","4.2","1.2","Iris-versicolor","green"
"97","5.7","2.9","4.2","1.3","Iris-versicolor","green"
"98","6.2","2.9","4.3","1.3","Iris-versicolor","green"
"99","5.1","2.5","3.0","1.1","Iris-versicolor","green"
"100","5.7","2.8","4.1","1.3","Iris-versicolor","green"
"101","6.3","3.3","6.0","2.5","Iris-virginica","green"
"102","5.8","2.7","5.1","1.9","Iris-virginica","green"
"103","7.1","3.0","5.9","2.1","Iris-virginica","green"
"104","6.3","2.9","5.6","1.8","Iris-virginica","green"
"105","6.5","3.0","5.8","2.2","Iris-virginica","green"
"106","7.6","3.0","6.6","2.1","Iris-virginica","green"
"107","4.9","2.5","4.5","1.7","Iris-virginica","green"
"108","7.3","2.9","6.3","1.8","Iris-virginica","green"
"109","6.7","2.5","5.8","1.8","Iris-virginica","green"
"110","7.2","3.6","6.1","2.5","Iris-virginica","green"
"111","6.5","3.2","5.1","2.0","Iris-virginica","green"
"112","6.4","2.7","5.3","1.9","Iris-virginica","green"
"113","6.8","3.0","5.5","2.1","Iris-virginica","green"
"114","5.7","2.5","5.0","2.0","Iris-virginica","green"
"115","5.8","2.8","5.1","2.4","Iris-virginica","green"
"116","6.4","3.2","5.3","2.3","Iris-virginica","green"
"117","6.5","3.0","5.5","1.8","Iris-virginica","green"
"118","7.7","3.8","6.7","2.2","Iris-virginica","green"
"119","7.7","2.6","6.9","2.3","Iris-virginica","green"
"120","6.0","2.2","5.0","1.5","Iris-virginica","green"
"121","6.9","3.2","5.7","2.3","Iris-virginica","green"
"122","5.6","2.8","4.9","2.0","Iris-virginica","green"
"123","7.7","2.8","6.7","2.0","Iris-virginica","green"
"124","6.3","2.7","4.9","1.8","Iris-virginica","green"
"125","6.7","3.3","5.7","2.1","Iris-virginica","green"
"126","7.2","3.2","6.0","1.8","Iris-virginica","green"
"127","6.2","2.8","4.8","1.8","Iris-virginica","green"
"128","6.1","3.0","4.9","1.8","Iris-virginica","green"
"129","6.4","2.8","5.6","2.1","Iris-virginica","green"
"130","7.2","3.0","5.8","1.6","Iris-virginica","green"
"131","7.4","2.8","6.1","1.9","Iris-virginica","green"
"132","7.9","3.8","6.4","2.0","Iris-virginica","green"
"133","6.4","2.8","5.6","2.2","Iris-virginica","green"
"134","6.3","2.8","5.1","1.5","Iris-virginica","green"
"135","6.1","2.6","5.6","1.4","Iris-virginica","green"
"136","7.7","3.0","6.1","2.3","Iris-virginica","green"
"137","6.3","3.4","5.6","2.4","Iris-virginica","green"
"138","6.4","3.1","5.5","1.8","Iris-virginica","green"
"139","6.0","3.0","4.8","1.8","Iris-virginica","green"
"140","6.9","3.1","5.4","2.1","Iris-virginica","green"
"141","6.7","3.1","5.6","2.4","Iris-virginica","green"
"142","6.9","3.1","5.1","2.3","Iris-virginica","green"
"143","5.8","2.7","5.1","1.9","Iris-virginica","green"
"144","6.8","3.2","5.9","2.3","Iris-virginica","green"
"145","6.7","3.3","5.7","2.5","Iris-virginica","green"
"146","6.7","3.0","5.2","2.3","Iris-virginica","green"
"147","6.3","2.5","5.0","1.9","Iris-virginica","green"
"148","6.5","3.0","5.2","2.0","Iris-virginica","green"
"149","6.2","3.4","5.4","2.3","Iris-virginica","green"
"150","5.9","3.0","5.1","1.8","Iris-virginica","green"
"1","5.1","3.5","1.4","0.2","Iris-setosa","green"
"2","4.9","3.0","1.4","0.2","Iris-setosa","green"
"3","4.7","3.2","1.3","0.2","Iris-setosa","green"
"4","4.6","3.1","1.5","0.2","Iris-setosa","green"
"5","5.0","3.6","1.4","0.2","Iris-setosa","green"
"6","5.4","3.9","1.7","0.4","Iris-setosa","green"
"7","4.6","3.4","1.4","0.3","Iris-setosa","green"
"8","5.0","3.4","1.5","0.2","Iris-setosa","green"
"9","4.4","2.9","1.4","0.2","Iris-setosa","green"
"10","4.9","3.1","1.5","0.1","Iris-setosa","green"
"11","5.4","3.7","1.5","0.2","Iris-setosa","green"
"12","4.8","3.4","1.6","0.2","Iris-setosa","green"
"13","4.8","3.0","1.4","0.1","Iris-setosa","green"
"14","4.3","3.0","1.1","0.1","Iris-setosa","green"
"15","5.8","4.0","1.2","0.2","Iris-setosa","green"
"16","5.7","4.4","1.5","0.4","Iris-setosa","green"
"17","5.4","3.9","1.3","0.4","Iris-setosa","green"
"18","5.1","3.5","1.4","0.3","Iris-setosa","green"
"19","5.7","3.8","1.7","0.3","Iris-setosa","green"
"20","5.1","3.8","1.5","0.3","Iris-setosa","green"
"21","5.4","3.4","1.7","0.2","Iris-setosa","green"
"22","5.1","3.7","1.5","0.4","Iris-setosa","green"
"23","4.6","3.6","1.0","0.2","Iris-setosa","green"
"24","5.1","3.3","1.7","0.5","Iris-setosa","green"
"25","4.8","3.4","1.9","0.2","Iris-setosa","green"
"26","5.0","3.0","1.6","0.2","Iris-setosa","green"
"27","5.0","3.4","1.6","0.4","Iris-setosa","green"
"28","5.2","3.5","1.5","0.2","Iris-setosa","green"
"29","5.2","3.4","1.4","0.2","Iris-setosa","green"
"30","4.7","3.2","1.6","0.2","Iris-setosa","green"
"31","4.8","3.1","1.6","0.2","Iris-setosa","green"
"32","5.4","3.4","1.5","0.4","Iris-setosa","green"
"33","5.2","4.1","1.5","0.1","Iris-setosa","green"
"34","5.5","4.2","1.4","0.2","Iris-setosa","green"
"35","4.9","3.1","1.5","0.1","Iris-setosa","green"
"36","5.0","3.2","1.2","0.2","Iris-setosa","green"
"37","5.5","3.5","1.3","0.2","Iris-setosa","green"
"38","4.9","3.1","1.5","0.1","Iris-setosa","green"
"39","4.4","3.0","1.3","0.2","Iris-setosa","green"
"40","5.1","3.4","1.5","0.2","Iris-setosa","green"
"41","5.0","3.5","1.3","0.3","Iris-setosa","green"
"42","4.5","2.3","1.3","0.3","Iris-setosa","green"
"43","4.4","3.2","1.3","0.2","Iris-setosa","green"
"44","5.0","3.5","1.6","0.6","Iris-setosa","green"
"45","5.1","3.8","1.9","0.4","Iris-setosa","green"
"46","4.8","3.0","1.4","0.3","Iris-setosa","green"
"47","5.1","3.8","1.6","0.2","Iris-setosa","green"
"48","4.6","3.2","1.4","0.2","Iris-setosa","green"
"49","5.3","3.7","1.5","0.2","Iris-setosa","green"
"50","5.0","3.3","1.4","0.2","Iris-setosa","green"
"51","7.0","3.2","4.7","1.4","Iris-versicolor","green"
"52","6.4","3.2","4.5","1.5","Iris-versicolor","green"
"53","6.9","3.1","4.9","1.5","Iris-versicolor","green"
"54","5.5","2.3","4.0","1.3","Iris-versicolor","green"
"55","6.5","2.8","4.6","1.5","Iris-versicolor","green"
"56","5.7","2.8","4.5","1.3","Iris-versicolor","green"
"57","6.3","3.3","4.7","1.6","Iris-versicolor","green"
"58","4.9","2.4","3.3","1.0","Iris-versicolor","green"
"59","6.6","2.9","4.6","1.3","Iris-versicolor","green"
"60","5.2","2.7","3.9","1.4","Iris-versicolor","green"
"61","5.0","2.0","3.5","1.0","Iris-versicolor","green"
"62","5.9","3.0","4.2","1.5","Iris-versicolor","green"
"63","6.0","2.2","4.0","1.0","Iris-versicolor","green"
"64","6.1","2.9","4.7","1.4","Iris-versicolor","green"
"65","5.6","2.9","3.6","1.3","Iris-versicolor","green"
"66","6.7","3.1","4.4","1.4","Iris-versicolor","green"
"67","5.6","3.0","4.5","1.5","Iris-versicolor","green"
"68","5.8","2.7","4.1","1.0","Iris-versicolor","green"
"69","6.2","2.2","4.5","1.5","Iris-versicolor","green"
"70","5.6","2.5","3.9","1.1","Iris-versicolor","green"
"71","5.9","3.2","4.8","1.8","Iris-versicolor","green"
"72","6.1","2.8","4.0","1.3","Iris-versicolor","green"
"73","6.3","2.5","4.9","1.5","Iris-versicolor","green"
"74","6.1","2.8","4.7","1.2","Iris-versicolor","green"
"75","6.4","2.9","4.3","1.3","Iris-versicolor","green"
"76","6.6","3.0","4.4","1.4","Iris-versicolor","green"
"77","6.8","2.8","4.8","1.4","Iris-versicolor","green"
"78","6.7","3.0","5.0","1.7","Iris-versicolor","green"
"79","6.0","2.9","4.5","1.5","Iris-versicolor","green"
"80","5.7","2.6","3.5","1.0","Iris-versicolor","green"
"81","5.5","2.4","3.8","1.1","Iris-versicolor","green"
"82","5.5","2.4","3.7","1.0","Iris-versicolor","green"
"83","5.8","2.7","3.9","1.2","Iris-versicolor","green"
"84","6.0","2.7","5.1","1.6","Iris-versicolor","green"
"85","5.4","3.0","4.5","1.5","Iris-versicolor","green"
"86","6.0","3.4","4.5","1.6","Iris-versicolor","green"
"87","6.7","3.1","4.7","1.5","Iris-versicolor","green"
"88","6.3","2.3","4.4","1.3","Iris-versicolor","green"
"89","5.6","3.0","4.1","1.3","Iris-versicolor","green"
"90","5.5","2.5","4.0","1.3","Iris-versicolor","green"
"91","5.5","2.6","4.4","1.2","Iris-versicolor","green"
"92","6.1","3.0","4.6","1.4","Iris-versicolor","green"
"93","5.8","2.6","4.0","1.2","Iris-versicolor","green"
"94","5.0","2.3","3.3","1.0","Iris-versicolor","green"
"95","5.6","2.7","4.2","1.3","Iris-versicolor","green"
"96","5.7","3.0","4.2","1.2","Iris-versicolor","green"
"97","5.7","2.9","4.2","1.3","Iris-versicolor","green"
"98","6.2","2.9","4.3","1.3","Iris-versicolor","green"
"99","5.1","2.5","3.0","1.1","Iris-versicolor","green"
"100","5.7","2.8","4.1","1.3","Iris-versicolor","green"
"101","6.3","3.3","6.0","2.5","Iris-virginica","green"
"102","5.8","2.7","5.1","1.9","Iris-virginica","green"
"103","7.1","3.0","5.9","2.1","Iris-virginica","green"
"104","6.3","2.9","5.6","1.8","Iris-virginica","green"
"105","6.5","3.0","5.8","2.2","Iris-virginica","green"
"106","7.6","3.0","6.6","2.1","Iris-virginica","green"
"107","4.9","2.5","4.5","1.7","Iris-virginica","green"
"108","7.3","2.9","6.3","1.8","Iris-virginica","green"
"109","6.7","2.5","5.8","1.8","Iris-virginica","green"
"110","7.2","3.6","6.1","2.5","Iris-virginica","green"
"111","6.5","3.2","5.1","2.0","Iris-virginica","green"
"112","6.4","2.7","5.3","1.9","Iris-virginica","green"
"113","6.8","3.0","5.5","2.1","Iris-virginica","green"
"114","5.7","2.5","5.0","2.0","Iris-virginica","green"
"115","5.8","2.8","5.1","2.4","Iris-virginica","green"
"116","6.4","3.2","5.3","2.3","Iris-virginica","green"
"117","6.5","3.0","5.5","1.8","Iris-virginica","green"
"118","7.7","3.8","6.7","2.2","Iris-virginica","green"
"119","7.7","2.6","6.9","2.3","Iris-virginica","green"
"120","6.0","2.2","5.0","1.5","Iris-virginica","green"
"121","6.9","3.2","5.7","2.3","Iris-virginica","green"
"122","5.6","2.8","4.9","2.0","Iris-virginica","green"
"123","7.7","2.8","6.7","2.0","Iris-virginica","green"
"124","6.3","2.7","4.9","1.8","Iris-virginica","green"
"125","6.7","3.3","5.7","2.1","Iris-virginica","green"
"126","7.2","3.2","6.0","1.8","Iris-virginica","green"
"127","6.2","2.8","4.8","1.8","Iris-virginica","green"
"128","6.1","3.0","4.9","1.8","Iris-virginica","green"
"129","6.4","2.8","5.6","2.1","Iris-virginica","green"
"130","7.2","3.0","5.8","1.6","Iris-virginica","green"
"131","7.4","2.8","6.1","1.9","Iris-virginica","green"
"132","7.9","3.8","6.4","2.0","Iris-virginica","green"
"133","6.4","2.8","5.6","2.2","Iris-virginica","green"
"134","6.3","2.8","5.1","1.5","Iris-virginica","green"
"135","6.1","2.6","5.6","1.4","Iris-virginica","green"
"136","7.7","3.0","6.1","2.3","Iris-virginica","green"
"137","6.3","3.4","5.6","2.4","Iris-virginica","green"
"138","6.4","3.1","5.5","1.8","Iris-virginica","green"
"139","6.0","3.0","4.8","1.8","Iris-virginica","green"
"140","6.9","3.1","5.4","2.1","Iris-virginica","green"
"141","6.7","3.1","5.6","2.4","Iris-virginica","green"
"142","6.9","3.1","5.1","2.3","Iris-virginica","green"
"143","5.8","2.7","5.1","1.9","Iris-virginica","green"
"144","6.8","3.2","5.9","2.3","Iris-virginica","green"
"145","6.7","3.3","5.7","2.5","Iris-virginica","green"
"146","6.7","3.0","5.2","2.3","Iris-virginica","green"
"147","6.3","2.5","5.0","1.9","Iris-virginica","green"
"148","6.5","3.0","5.2","2.0","Iris-virginica","green"
"149","6.2","3.4","5.4","2.3","Iris-virginica","green"
"150","5.9","3.0","5.1","1.8","Iris-virginica","green"
